공원명,도로명주소,주소,면적,제공기관명
22호소공원,,경기도 수원시 권선구 호매실동 1354,739.6,경기도 수원시
28호소공원,,경기도 수원시 권선구 권선동 1367-14,1104.8,경기도 수원시
29호소공원,,경기도 수원시 권선구 권선동 1367-26,1030.3,경기도 수원시
34호소공원,,경기도 수원시 권선구 호매실동 1413-4,454.4,경기도 수원시
35호소공원,,경기도 수원시 권선구 금곡동 1064,421.6,경기도 수원시
36호소공원,,경기도 수원시 권선구 호매실동 1392,5567.8,경기도 수원시
51호소공원,,경기도 수원시 권선구 서둔동 382,1479.3,경기도 수원시
54호소공원,,경기도 수원시 권선구 평동 20-10,574.0,경기도 수원시
55호소공원,,경기도 수원시 권선구 평동 177,1000.0,경기도 수원시
62호소공원,,경기도 수원시 권선구 금곡동 1090,339.6,경기도 수원시
63호소공원,,경기도 수원시 권선구 호매실동 1347,515.0,경기도 수원시
64호소공원,,경기도 수원시 권선구 금곡동 1136-2,1051.3,경기도 수원시
64호소공원,,경기도 수원시 권선구 세류동 1273,1478.7,경기도 수원시
69호소공원,,경기도 수원시 권선구 권선동 1352-65,489.0,경기도 수원시
70호소공원,,경기도 수원시 권선구 권선동 1354-67,477.9,경기도 수원시
71호소공원,,경기도 수원시 권선구 권선동 1345-69,523.2,경기도 수원시
80호소공원,,경기도 수원시 권선구 서둔동 9-31,2573.0,경기도 수원시
81호소공원,,경기도 수원시 권선구 서둔동 9-51,1528.0,경기도 수원시
50호소공원,,경기도 수원시 권선구 서둔동 323-6,1686.5,경기도 수원시
52호소공원,,경기도 수원시 권선구 서둔동 327,716.2,경기도 수원시
53호소공원,,수원시 권선구 서둔동 321-4,579.7,경기도 수원시
16호소공원,,경기도 수원시 팔달구 화서동 767,1603.5,경기도 수원시
49호소공원,,경기도 수원시 팔달구 남수동 11-515,928.0,경기도 수원시
66호소공원,경기도 수원시 팔달구 팔달로165번길 34-2,,347.0,경기도 수원시
물결,,경기도 수원시 권선구 세류동 1267,1441.8,경기도 수원시
크레파스,,경기도 수원시 권선구 금곡동 1080,2981.7,경기도 수원시
물방울,,경기도 수원시 권선구 호매실동 1339,1493.9,경기도 수원시
우주선,,경기도 수원시 권선구 금곡동 1107,5968.5,경기도 수원시
숲속,,경기도 수원시 권선구 금곡동 1143,1728.5,경기도 수원시
곡반정,,경기도 수원시 권선구 곡반정동 541,1495.3,경기도 수원시
신아,,경기도 수원시 권선구 곡반정동 572,1686.5,경기도 수원시
오누이,,경기도 수원시 권선구 곡반정동 600,1631.5,경기도 수원시
해누리,,경기도 수원시 권선구 입북동 818,5134.3,경기도 수원시
별누리,,경기도 수원시 권선구 입북동 816,2002.2,경기도 수원시
하늘이랑,,경기도 수원시 권선구 권선동 1346-5,1504.7,경기도 수원시
꿈이랑,,경기도 수원시 권선구 권선동 1343,8135.5,경기도 수원시
물이랑,,경기도 수원시 권선구 권선동 1361-2,1507.3,경기도 수원시
고금,,경기도 수원시 권선구 오목천동 851-3,1760.9,경기도 수원시
고사,,경기도 수원시 권선구 오목천동 788-4,1776.3,경기도 수원시
씽씽어린이공원,,경기도 수원시 권선구 고색동 14-35,9524.0,경기도 수원시
아낌없이주는나무,경기도 수원시 팔달구 세지로 399번길 46,,3146.7,경기도 수원시
당산,경기도 수원시 팔달구 세지로 436,경기도 수원시 팔달구 우만동 500,5379.9,경기도 수원시
못골,경기도 수원시 팔달구 팔달문로 115번길 43,경기도 수원시 팔달구 지동 473,3257.0,경기도 수원시
청록,경기도 수원시 팔달구 경수대로 616번길 32,경기도 수원시 팔달구 우만동 560,2275.4,경기도 수원시
반달,경기도 수원시 팔달구 장다리로 219번길 16,경기도 수원시 팔달구 인계동 973,4665.5,경기도 수원시
드라마센터,,경기도 수원시 팔달구 인계동 948,2639.0,경기도 수원시
미소,,경기도 수원시 팔달구 인계동 944,1512.9,경기도 수원시
장다리,,경기도 수원시 팔달구 인계동 998,1498.9,경기도 수원시
소만,,경기도 수원시 팔달구 우만동 300-4,2000.1,경기도 수원시
하늬,경기도 수원시 권선구 구운로 73번길 10-14,경기도 수원시 권선구 구운동 941-1,2143.0,경기도 수원시
별솔,,경기도 수원시 권선구 구운동 955,1700.0,경기도 수원시
사랑,경기도 수원시 권선구 구운로 45번길 34-7,경기도 수원시 권선구 구운동 966,2375.0,경기도 수원시
탑마루,,경기도 수원시 권선구 탑동 764,1591.3,경기도 수원시
푸른지대,,경기도 수원시 권선구 탑동 829,1601.0,경기도 수원시
잎새,,경기도 수원시 권선구 탑동 855-9,1533.1,경기도 수원시
탑골,,경기도 수원시 권선구 탑동 866,1559.2,경기도 수원시
명당,,경기도 수원시 권선구 권선동 1300,4534.0,경기도 수원시
온수골,,경기도 수원시 권선구 권선동 1288,1396.1,경기도 수원시
상록,,경기도 수원시 권선구 권선동 1307,3455.2,경기도 수원시
산들,,경기도 수원시 권선구 권선동 1319,5289.1,경기도 수원시
별빛,경기도 수원시 권선구 덕영대로 1323번길 25-30,경기도 수원시 권선구 권선동 1313,2000.2,경기도 수원시
고색,,경기도 수원시 권선구 고색동 916,1433.1,경기도 수원시
한주,,경기도 수원시 권선구 세류동 1020-12,3146.0,경기도 수원시
풀잎,,경기도 수원시 권선구 금곡동 66-1,1837.0,경기도 수원시
장교둑,경기도 수원시 권선구 세지로 82번길 15-5,경기도 수원시 권선구 권선동 980-1,2068.0,경기도 수원시
벌터,,경기도 수원시 권선구 서둔동 27-114,1132.0,경기도 수원시
고래의모험,경기도 수원시 권선구 덕영대로 1070번길 56,경기도 수원시 권선구 세류동 1066-9,1553.0,경기도 수원시
서낭재,,경기도 수원시 권선구 탑동 23-39,1867.0,경기도 수원시
오목천,,경기도 수원시 권선구 오목천동 945,4300.3,경기도 수원시
오색,,경기도 수원시 권선구 오목천동 953,750.0,경기도 수원시
한터,,경기도 수원시 권선구 서둔동 372,3218.0,경기도 수원시
무지개,,경기도 수원시 권선구 권선동 1035-2,2367.7,경기도 수원시
상상나래,,경기도 수원시 권선구 권선동 1329,2400.0,경기도 수원시
꿈나무,,경기도 수원시 권선구 권선동 1332,3000.0,경기도 수원시
여우별,,경기도 수원시 권선구 오목천동 958,755.1,경기도 수원시
신곡,,경기도 수원시 권선구 세류동 1156,1495.8,경기도 수원시
재간령,경기도 수원시 권선구 경수대로 235번길 68-4,경기도 수원시 권선구 세류동 1135,1496.6,경기도 수원시
장승배기,경기도 수원시 권선구 세지로 42번길 25-8,경기도 수원시 권선구 세류동 1086,1497.1,경기도 수원시
은하수,경기도 수원시 권선구 구운로 86번길 20-21,경기도 수원시 권선구 구운동 487,1723.1,경기도 수원시
하구운,경기도 수원시 권선구 구운로 45번길 59-46,경기도 수원시 권선구 구운동 524,1995.8,경기도 수원시
칙칙폭폭,,경기도 수원시 권선구 구운동 510,2182.1,경기도 수원시
용화출,경기도 수원시 권선구 권중로 7번길 18,경기도 수원시 권선구 권선동 1163-7,1501.0,경기도 수원시
안용,경기도 수원시 권선구 동수원로 146번길 16-10,경기도 수원시 권선구 곡반정동 523,5568.1,경기도 수원시
솔밭,,경기도 수원시 권선구 권선동 1239,1843.2,경기도 수원시
효정,,경기도 수원시 권선구 권선동 1232,2529.8,경기도 수원시
꽃잎,,경기도 수원시 권선구 권선동 1273,1624.7,경기도 수원시
선일,,경기도 수원시 권선구 권선동 1275,2856.9,경기도 수원시
다솜,,경기도 수원시 권선구 권선동 1264,2202.2,경기도 수원시
우솔,,경기도 수원시 권선구 권선동 1261,1649.7,경기도 수원시
권선,경기도 수원시 권선구 경수대로 302번길 29,경기도 수원시 권선구 권선동 1185-2,2974.4,경기도 수원시
아우름,,경기도 수원시 권선구 권선동 1333,3338.7,경기도 수원시
다정,경기도 수원시 권선구 경수대로 302번길 32,경기도 수원시 권선구 권선동 1188-2,2809.0,경기도 수원시
버드내,경기도 수원시 권선구 수원천로 24,경기도 수원시 권선구 세류동 463-1,2003.6,경기도 수원시
벌말,,경기도 수원시 권선구 평동 21-158,1633.0,경기도 수원시
까치,,경기도 수원시 권선구 당수동 292-1,4614.0,경기도 수원시
갓띠,,경기도 수원시 권선구 입북동 811,2700.0,경기도 수원시
다온,,경기도 수원시 권선구 구운동 892,1860.0,경기도 수원시
꽃길,,경기도 수원시 권선구 구운동 910,1657.0,경기도 수원시
세모,,경기도 수원시 권선구 구운동 895,2448.0,경기도 수원시
드림,,경기도 수원시 권선구 구운동 933,906.8,경기도 수원시
천천,,경기도 수원시 장안구 천천동 511-2,1839.1,경기도 수원시
초록,경기도 수원시 장안구 천천로 74번길 50,경기도 수원시 장안구 정자동 915,2204.1,경기도 수원시
비단,,경기도 수원시 장안구 천천동 529,2309.5,경기도 수원시
청솔,경기도 수원시 장안구 만석로 20번길 28,경기도 수원시 장안구 정자동 921,2000.1,경기도 수원시
솔뫼,경기도 수원시 장안구 천천로 21번길 11,경기도 수원시 장안구 정자동 924,6028.5,경기도 수원시
연꽃,,경기도 수원시 장안구 정자동 873-2,2267.0,경기도 수원시
대평,경기도 수원시 장안구 만석로 68번길 10,경기도 수원시 장안구 정자동 870-2,3000.1,경기도 수원시
백설,경기도 수원시 장안구 정자천로 133번길 26,경기도 수원시 장안구 정자동 879-2,2999.9,경기도 수원시
꽃뫼,,경기도 수원시 장안구 정자동 883-3,3100.1,경기도 수원시
명인,경기도 수원시 장안구 정자천로 188번길 28,경기도 수원시 장안구 정자동 884-5,2000.1,경기도 수원시
두견,,경기도 수원시 장안구 정자동 887-2,2000.0,경기도 수원시
동신,,경기도 수원시 장안구 정자동 880-1,1600.2,경기도 수원시
거북,,경기도 수원시 장안구 영화동 229-1,2113.0,경기도 수원시
화산,경기도 수원시 장안구 화산로 85,경기도 수원시 장안구 천천동 336-1,2000.0,경기도 수원시
정천,경기도 수원시 장안구 화산로 85,경기도 수원시 장안구 천천동 336-2,4100.0,경기도 수원시
율전,,경기도 수원시 장안구 율전동 601,5212.6,경기도 수원시
해드림,,경기도 수원시 장안구 이목동 332-1,1757.0,경기도 수원시
해늘찬,,경기도 수원시 장안구 이목동 519-5,2277.0,경기도 수원시
노루말,,경기도 수원시 장안구 정자동 945-2,1500.0,경기도 수원시
오리뜰,,경기도 수원시 장안구 정자동 945-10,1500.1,경기도 수원시
기차놀이,,경기도 수원시 권선구 세류동 1280-1,2208.1,경기도 수원시
장대산,경기도 수원시 권선구 장다리로 97,경기도 수원시 권선구 권선동 985,1499.0,경기도 수원시
전원,,경기도 수원시 권선구 권선동 1059,1490.3,경기도 수원시
문화,경기도 수원시 권선구 세지로 12번길 45,경기도 수원시 권선구 세류동 1106,1487.8,경기도 수원시
중앙,,경기도 수원시 권선구 권선동 946,1499.1,경기도 수원시
세곡,,경기도 수원시 권선구 권선동 1045,1496.5,경기도 수원시
지성,경기도 수원시 영통구 동탄지성로 520,경기도 수원시 영통구 망포동 755,15320.6,경기도 수원시
역사공원,,경기도 수원시 영통구 이의동 산13-88,131972.0,경기도 수원시
신동수변공원,경기도 수원시 영통구 덕영대로 1373번길 66,경기도 수원시 영통구 신동 942,24329.0,경기도 수원시
세일,경기도 수원시 장안구 이목로 74번길 42,경기도 수원시 장안구 파장동 561,3172.0,경기도 수원시
장우,,경기도 수원시 장안구 파장동 593-4,2675.7,경기도 수원시
소정,경기도 수원시 장안구 파장로 22번길 30,경기도 수원시 장안구 파장동 603-7,4840.1,경기도 수원시
송죽,경기도 수원시 장안구 정조로 1088번길 6-6,경기도 수원시 장안구 송죽동 457,3592.4,경기도 수원시
석산,경기도 수원시 장안구 금당로38번길 7,경기도 수원시 장안구 조원동 731,1556.0,경기도 수원시
다람쥐,경기도 수원시 장안구 조원로111번길 33-23,경기도 수원시 장안구 조원동 758-4,1647.6,경기도 수원시
역마,경기도 수원시 장안구 경수대로 838,경기도 수원시 장안구 조원동 772-2,1503.2,경기도 수원시
연무,경기도 수원시 장안구 창훈로39번길 4,경기도 수원시 장안구 연무동 214-6,1621.0,경기도 수원시
창훈,경기도 수원시 장안구 월드컵로 418번길 31,경기도 수원시 장안구 연무동 237-15,1630.4,경기도 수원시
쪽박산,경기도 수원시 장안구 경수대로 754번길 59,경기도 수원시 장안구 연무동 252-1,1500.0,경기도 수원시
일림,경기도 수원시 장안구 수일로 104번길 20,경기도 수원시 장안구 파장동 629,1632.0,경기도 수원시
정자,경기도 수원시 장안구 송정로60번길 10-23,경기도 수원시 장안구 정자동 35-22,3238.0,경기도 수원시
영화,경기도 수원시 장안구 수성로340번길 30,경기도 수원시 장안구 영화동 412,5110.7,경기도 수원시
영복,,경기도 수원시 장안구 영화동 396-13,204.7,경기도 수원시
대추원,경기도 수원시 장안구 금당로 39번길 33,경기도 수원시 장안구 조원동 854,2160.0,경기도 수원시
조원,,경기도 수원시 장안구 조원동 860,2500.0,경기도 수원시
금당,경기도 수원시 장안구 금당로 39번길 34,경기도 수원시 장안구 조원동 862,2150.0,경기도 수원시
별,경기도 수원시 장안구 하률로 46번길 22,경기도 수원시 장안구 천천동 565-1,2202.0,경기도 수원시
달,경기도 수원시 장안구 하률로 46번길 17,경기도 수원시 장안구 천천동 566-1,3742.8,경기도 수원시
하늘,,경기도 수원시 장안구 천천동 551-16,3274.5,경기도 수원시
바람,경기도 수원시 장안구 정자로 41번길 12,경기도 수원시 장안구 천천동 482-2,1960.6,경기도 수원시
샘터,,경기도 수원시 장안구 천천동 505-2,1863.2,경기도 수원시
청명,경기도 수원시 영통구 봉영로 1770번길 21,경기도 수원시 영통구 영통동 1054-4,17438.6,경기도 수원시
황골,경기도 수원시 영통구 영통로 530,경기도 수원시 영통구 영통동 948-2,15013.4,경기도 수원시
영통사,경기도 수원시 영통구 봉영로 1658,경기도 수원시 영통구 영통동 1048-4,9932.7,경기도 수원시
영통중앙,경기도 수원시 영통구 청명로 151,경기도 수원시 영통구 영통동961-1,137062.5,경기도 수원시
반달,경기도 수원시 영통구 반달로 77,경기도 수원시 영통구 영통동 1012-4,16015.3,경기도 수원시
살구골,경기도 수원시 영통구 매영로 366,경기도 수원시 영통구 영통동 989-3,11753.7,경기도 수원시
벽적골,경기도 수원시 영통구 덕영대로 1555번길 60,경기도 수원시 영통구 영통동 969-2,13502.4,경기도 수원시
교통,경기도 수원시 영통구 덕영대로 1570,경기도 수원시 영통구 영통동 981-4,31805.0,경기도 수원시
머내생태,,경기도 수원시 영통구 매탄동 1318,14332.6,경기도 수원시
매여울,경기도 수원시 영통구 동탄원천로 915번길 36,경기도 수원시 영통구 매탄동 1338,19019.4,경기도 수원시
선주리들,경기도 수원시 영통구 동탄원천로 915번길33,경기도 수원시 영통구 매탄동 1345,18956.0,경기도 수원시
열림,경기도 수원시 영통구 웰빙타운로 73,경기도 수원시 영통구 이의동1183,152646.2,경기도 수원시
성죽,,경기도 수원시 영통구 이의동 1213,73873.5,경기도 수원시
솔내,,경기도 수원시 영통구 이의동 1215,24489.3,경기도 수원시
연암,,경기도 수원시 영통구 이의동 1288,128896.7,경기도 수원시
망포,,경기도 수원시 영통구 망포동 358-5,15990.6,경기도 수원시
광교중앙,,경기도 수원시 영통구 이의동 1302,554650.2,경기도 수원시
다산,,경기도 수원시 영통구 이의동 1328,41911.8,경기도 수원시
혜령,경기도 수원시 영통구 에듀타운로 91,경기도 수원시 영통구 이의동 1354,203137.8,경기도 수원시
사색,,경기도 수원시 영통구 원천동 588,260086.1,경기도 수원시
텃밭,,경기도 수원시 영통구 원천동 596-1,33295.6,경기도 수원시
번암가족,,경기도 수원시 영통구 하동 1002,116170.0,경기도 수원시
71호근린공원,,경기도 수원시 영통구 이의동 1365,11863.9,경기도 수원시
광교호수공원,경기도 수원시 영통구 광교호수로 57,경기도 수원시 영통구 하동 1023,1764901.7,경기도 수원시
방죽,경기도 수원시 영통구 덕영대로 1484번길 10-25,경기도 수원시 영통구 망포동 737,20801.8,경기도 수원시
한림문화공원,경기도 수원시 권선구 동수원로 25번길 32-52,경기도 수원시 권선구 권선동 1355-4,7154.2,경기도 수원시
10호문화공원,,경기도 수원시 권선구 권선동 1253,2231.6,경기도 수원시
11호문화공원,경기도 수원시 권선구 권중로 50번길 5,경기도 수원시 권선구 권선동 1252,3301.4,경기도 수원시
14호문화공원,,경기도 수원시 권선구 평동 2-36,2678.3,경기도 수원시
15호문화공원,,경기도 수원시 권선구 평동 4-11,438.1,경기도 수원시
세류문화공원,,경기도 수원시 권선구 세류동 283-1,7102.0,경기도 수원시
달누리,,경기도 수원시 권선구 입북동 817,4331.8,경기도 수원시
7호수변공원,,경기도 수원시 권선구 평동 185,2991.3,경기도 수원시
물새공원,,경기도 수원시 권선구 금곡동 1075,32119.5,경기도 수원시
두레뜰공원,,경기도 수원시 권선구 금곡동 1092,53938.8,경기도 수원시
두물맞이공원,,경기도 수원시 권선구 금곡동 1097,31022.7,경기도 수원시
실개울공원,,경기도 수원시 권선구 금곡동 1095-2,11291.5,경기도 수원시
물빛찬공원,,경기도 수원시 권선구 금곡동 1120,20806.3,경기도 수원시
어울림공원,,경기도 수원시 권선구 금곡동 1126,34833.8,경기도 수원시
물향기공원,,경기도 수원시 권선구 호매실동 1384,150447.3,경기도 수원시
물다미공원,,경기도 수원시 권선구 호매실동1422,9038.0,경기도 수원시
5호수변공원,,경기도 수원시 권선구 서둔동 27-23,1546.6,경기도 수원시
6호수변공원,,경기도 수원시 권선구 서둔동 26-52,3569.2,경기도 수원시
팔달공원(장안공원+팔달공원+화서공원),,경기도 수원시 팔달구 고등동 42-140,543863.0,경기도 수원시
예술/효원공원,경기도 수원시 팔달구 동수원로335,경기도 수원시 팔달구 인계동 1128,225826.3,경기도 수원시
황새말공원,경기도 수원시 팔달구 일월로22번길 23,경기도 수원시 팔달구 화서동 714,10242.3,경기도 수원시
서호꽃뫼공원,경기도 수원시 팔달구 수성로 120,경기도 수원시 팔달구 화서동 410-6,56450.2,경기도 수원시
종루공원,경기도 수원시 팔달구 정조로 824,경기도 수원시 팔달구 팔달로1가 6-1,1013.6,경기도 수원시
3호역사공원,경기도 수원시 팔달구 신풍로 14,경기도 수원시 팔달구 신풍동 221-8,3536.0,경기도 수원시
매탄,경기도 수원시 영통구 매탄로 185,경기도 수원시 영통구 매탄동 811,59956.0,경기도 수원시
매봉,경기도 수원시 영통구 동탄원천로 1109번길 61,경기도 수원시 영통구 매탄동 1210,23673.4,경기도 수원시
산울림공원,,경기도 수원시 권선구 금곡동 1059,23151.4,경기도 수원시
가온공원,,경기도 수원시 권선구 금곡동 1096,14523.0,경기도 수원시
호매실공원,,경기도 수원시 권선구 호매실동 1358,50894.0,경기도 수원시
매화공원,,경기도 수원시 권선구 금곡동 1148,17555.7,경기도 수원시
바람소리공원,경기도 수원시 권선구 서수원로 577번길 202,경기도 수원시 권선구 금곡동 1068,17255.9,경기도 수원시
사랑뜰공원,,경기도 수원시 권선구 호매실동 1370,16757.5,경기도 수원시
마중공원,,경기도 수원시 권선구 권선동 1344,64604.5,경기도 수원시
대부둑공원,,경기도 수원시 권선구 고색동 1189,25106.8,경기도 수원시
향남1지구 4호근린(나래공원),,경기도 화성시 향남읍 행정리 525,43238.0,경기도 화성시
105호근린공원,,경기도 수원시 권선구 오목천동 814-1,10191.8,경기도 수원시
배다리공원,경기도 수원시 권선구 산업로 156번길 171-33,경기도 수원시 권선구 고색동 1111,20928.8,경기도 수원시
고색체육공원,경기도 수원시 권선구 오목천로 152번길 29,경기도 수원시 권선구 고색동 917,13502.2,경기도 수원시
오목천체육공원,,경기도 수원시 권선구 고색동 904-4,45795.0,경기도 수원시
1호체육공원,경기도 수원시 권선구 서수원로 577번길 171,경기도 수원시 권선구 금곡동 1071,61899.7,경기도 수원시
글모둠문화공원,경기도 수원시 권선구 칠보로 169,경기도 수원시 권선구 호매실동 1369,8627.2,경기도 수원시
누리문화공원,경기도 수원시 권선구 서수원로 577번길 225,경기도 수원시 권선구 금곡동 1074,13056.4,경기도 수원시
권선1문화공원,,경기도 수원시 권선구 고색동 1187,3195.8,경기도 수원시
금화어린이공원,,경기도 파주시 금촌동 973번지,3802.0,경기도 파주시
새꽃어린이공원,,경기도 파주시 금촌동 985,1500.0,경기도 파주시
후곡어린이공원,,경기도 파주시 금촌동 991,1500.0,경기도 파주시
만석,경기도 수원시 장안구 정조로 1067,경기도 수원시 장안구 송죽동 316,329004.3,경기도 수원시
정자,경기도 수원시 장안구 만석로 65,경기도 수원시 장안구 정자동 869-1,51089.5,경기도 수원시
퉁소바위,,경기도 수원시 장안구 연무동 산21-1,46817.0,경기도 수원시
밤밭,,경기도 수원시 장안구 천천동 575,10465.7,경기도 수원시
샘내,경기도 수원시 장안구 만석로 5번길21,경기도 수원시 장안구 천천동 520,15212.6,경기도 수원시
광교,경기도 수원시 장안구 광교산로 159,경기도 수원시 장안구 하광교동 393-2,25849.0,경기도 수원시
정자문화공원,경기도 수원시 장안구 이목로 24-25,경기도 수원시 장안구 정자동 947,39000.0,경기도 수원시
새싹문화공원,경기도 수원시 장안구 수일로 164,경기도 수원시 장안구 조원동 198-14,3460.0,경기도 수원시
104호수변공원,,경기도 수원시 장안구 이목동 519-138,966.0,경기도 수원시
5호 체육공원,경기도 수원시 장안구 덕영대로 623,경기도 수원시 장안구 정자동 925,10634.8,경기도 수원시
올림픽,경기도 수원시 권선구 효원로256번길 16,경기도 수원시 권선구 권선동 1012,57559.1,경기도 수원시
구운,경기도 수원시 권선구 구운로 4번길 34,경기도 수원시 권선구 구운동 464,52586.0,경기도 수원시
권선중앙,,경기도 수원시 권선구 권선동 1269,26338.3,경기도 수원시
권선,,경기도 수원시 권선구 권선동 1198,11500.0,경기도 수원시
오목천,경기도 수원시 권선구 오목천로 96,경기도 수원시 권선구 고색동 980,21121.3,경기도 수원시
탑동,경기도 수원시 권선구 탑동로 57번길 35,경기도 수원시 권선구 탑동 746-1,14574.3,경기도 수원시
권선늘푸른,경기도 수원시 권선구 동탄원천로 818,,33855.6,경기도 수원시
오목호수공원,,경기도 수원시 권선구 오목천동 1171,38718.7,경기도 수원시
은하수공원,,경기도 수원시 권선구 평동 45-13,9402.0,경기도 수원시
솔대,,경기도 수원시 권선구 고색동 992,10354.0,경기도 수원시
고색중보들,,경기도 수원시 권선구 고색동 1129,138326.5,경기도 수원시
들바람,,경기도 수원시 권선구 고색동 931,5186.7,경기도 수원시
고렴,,경기도 수원시 권선구 곡반정동 546,10571.0,경기도 수원시
이호,경기도 안산시 상록구 막고지1길 19-5,경기도 안산시 상록구 본오동 976,2957.5,경기도 안산시
부곡,경기도 안산시 상록구 부곡로1안길 30,경기도 안산시 상록구 부곡동 601,1501.7,경기도 안산시
월피,경기도 안산시 상록구 시낭북로3길 12,경기도 안산시 상록구 부곡동 732,1947.2,경기도 안산시
시곡,경기도 안산시 상록구 시곡2길 2,경기도 안산시 상록구 사동 1340,2191.8,경기도 안산시
행운,,경기도 안산시 상록구 월피동 471,1891.6,경기도 안산시
월성,경기도 안산시 상록구 안산천동로9길 11-1,경기도 안산시 상록구 월피동 478,1698.1,경기도 안산시
신성,,경기도 안산시 상록구 본오동 717,1579.3,경기도 안산시
신선,,경기도 안산시 상록구 본오동 916,1890.8,경기도 안산시
산우물,,경기도 안산시 상록구 본오동 940,2456.6,경기도 안산시
서암,,경기도 안산시 상록구 사동 1188-5,1007.8,경기도 안산시
푸른,,경기도 안산시 상록구 사동 1202,997.5,경기도 안산시
항가울,,경기도 안산시 상록구 사동 1379-5,1581.9,경기도 안산시
수리실,,경기도 안산시 상록구 일동 111-4,1578.8,경기도 안산시
구룡,경기도 안산시 상록구 구룡동길 10,경기도 안산시 상록구 일동 125,728.6,경기도 안산시
식물원,,경기도 안산시 상록구 일동 578,1009.1,경기도 안산시
호동,,경기도 안산시 상록구 일동 594,1036.1,경기도 안산시
사동7호공원,,경기도 안산시 상록구 사동 1510-12,179521.0,경기도 안산시
사동8호공원,,경기도 안산시 상록구 사동 1512-2,16853.0,경기도 안산시
수암소공원,,경기도 안산시 상록구 수암동 460-11,395.7,경기도 안산시
팔곡산공원,,경기도 안산시 상록구 팔곡이동 산66-15,86413.0,경기도 안산시
팔곡,,경기도 안산시 상록구 팔곡일동 681-1,1500.0,경기도 안산시
원당,,경기도 안산시 상록구 수암동 485,2339.0,경기도 안산시
안산큰,,경기도 안산시 상록구 수암동 497,4373.0,경기도 안산시
장상,경기도 안산시 상록구 청룡4길 27,경기도 안산시 상록구 장상동 533,1856.0,경기도 안산시
천문,,경기도 안산시 상록구 사동 1522,1534.6,경기도 안산시
꿈동산,,경기도 안산시 상록구 사동 1575,1586.8,경기도 안산시
달집,,경기도 안산시 상록구 이동 631,1802.0,경기도 안산시
양산근린3,,경기도 김포시 양촌읍 학운리 3021,10053.0,경기도 김포시
양산근린4,,경기도 김포시 양촌읍 학운리 3085,11694.0,경기도 김포시
고촌어린이112,,경기도 김포시 고촌읍 태리 955-5,2000.0,경기도 김포시
풍무5지구(풍무4공원),,경기도 김포시 풍무동 796,82934.0,경기도 김포시
감정제2공원(김포20호),,경기도 김포시 감정동 산83-2,78180.0,경기도 김포시
감정제3공원(김포21호),,경기도 김포시 감정동 산23-1,41670.0,경기도 김포시
인향제1공원(고촌25호),,경기도 김포시 고촌읍 신곡리 886,52269.0,경기도 김포시
김포소공원1(북변소공원),,경기도 김포시 북변동 431-43,760.0,경기도 김포시
신곡6지구(26호)신곡3공원,,경기도 김포시 고촌읍 신곡리988,9827.0,경기도 김포시
향산지구 제1문화공원,,경기도 김포시 고촌읍 향산리5-3,6798.0,경기도 김포시
향산지구 제2어린이공원,,경기도 김포시 고촌읍 향산리 16-7,4361.0,경기도 김포시
고촌어린이23,,경기도 김포시 고촌읍 신곡리 1285,2179.0,경기도 김포시
양산근린5,,경기도 김포시 양촌읍 학운리 3152,42308.0,경기도 김포시
양산근린2,,경기도 김포시 양촌읍 학운리 2763,10141.0,경기도 김포시
한강주제1,,경기도 김포시 마산동 617-1,104511.0,경기도 김포시
한강주제2,,경기도 김포시 구래동 673-1,127592.0,경기도 김포시
한강주제4,,경기도 김포시 장기동 642-1,74148.0,경기도 김포시
한강주제6,,경기도 김포시 운양동 1246-1,578615.0,경기도 김포시
한강주제7,,경기도 김포시 마산동 618-1,110002.0,경기도 김포시
한강주제3,,경기도 김포시 마산동 642-1,202470.0,경기도 김포시
한강소공원3,,경기도 김포시 마산동 652-1,1283.0,경기도 김포시
한강소공원4,,경기도 김포시 장기동 1886-9,927.0,경기도 김포시
한강소공원5,,경기도 김포시 장기동 1898-6,2364.0,경기도 김포시
한강소공원6,,경기도 김포시 장기동 1940-4,420.0,경기도 김포시
한강소공원7,,경기도 김포시 장기동 2033-1,1194.0,경기도 김포시
한강소공원8,,경기도 김포시 운양동 1310-9,1100.0,경기도 김포시
한강소공원9,,경기도 김포시 운양동 1292-4,770.0,경기도 김포시
장곡,경기도 안산시 상록구 본오로7길 38-15,경기도 안산시 상록구 본오동 852,1821.3,경기도 안산시
정재1,,경기도 안산시 상록구 부곡동 650,1492.4,경기도 안산시
태마당,,경기도 안산시 상록구 부곡동 669-4,1501.7,경기도 안산시
첨성,,경기도 안산시 상록구 일동 547-7,973.6,경기도 안산시
고산,,경기도 안산시 상록구 본오동 865,2167.0,경기도 안산시
선암,,경기도 안산시 상록구 본오동 925-2,1990.9,경기도 안산시
산구비,,경기도 안산시 상록구 사동 1287,1430.2,경기도 안산시
후곡,경기도 안산시 상록구 네고지2길 14,경기도 안산시 상록구 사동 1296-5,1521.8,경기도 안산시
항호,경기도 안산시 상록구 항호1길 30-21,경기도 안산시 상록구 사동 1427-6,1507.6,경기도 안산시
원앙,,경기도 안산시 상록구 월피동 454-7,1605.2,경기도 안산시
성모,,경기도 안산시 상록구 월피동 462,1584.2,경기도 안산시
안골,경기도 안산시 상록구 웃말3길 12,경기도 안산시 상록구 일동 612-3,2047.0,경기도 안산시
